original_query_id,query_text,expected_answer,benchmark_type,source_file,temporal_strategy,pushdown_strategy,stitch_strategy,cache_mode,avg_time_ms,individual_run_times_ms,verification_status,stderr_output,stdout_output
q2,"SELECT q2.p, q2.date, COUNT(*) FROM articles ALIAS q1 JOIN (SELECT p, date FROM wiki WHERE CONTAINS('president') AND CONTAINS('united states') AND NER(PERSON) BIND p AND DATE(< 2020) BIND date AND NOT(NER(PERSON, 'clinton')) GROUP BY p, date GRANULARITY SENTENCE) ALIAS q2 ON q1.date BEFORE q2.date WHERE NER(PERSON, 'clinton') BIND p AND CONTAINS('president') AND CONTAINS('united states') AND DATE(< 2025) BIND date GROUP BY q2.date, q2.p GRANULARITY SENTENCE ORDER BY COUNT(*) DESC",,2HOP,2hop.txt,nash,none,optimized,cold,21.859333333333336,28.960;16.518;20.100,SKIPPED,,
q2,"SELECT q2.p, q2.date, COUNT(*) FROM articles ALIAS q1 JOIN (SELECT p, date FROM wiki WHERE CONTAINS('president') AND CONTAINS('united states') AND NER(PERSON) BIND p AND DATE(< 2020) BIND date AND NOT(NER(PERSON, 'clinton')) GROUP BY p, date GRANULARITY SENTENCE) ALIAS q2 ON q1.date BEFORE q2.date WHERE NER(PERSON, 'clinton') BIND p AND CONTAINS('president') AND CONTAINS('united states') AND DATE(< 2025) BIND date GROUP BY q2.date, q2.p GRANULARITY SENTENCE ORDER BY COUNT(*) DESC",,2HOP,2hop.txt,nash,optimized,none,cold,38.43233333333333,39.090;36.993;39.214,SKIPPED,,
q2,"SELECT q2.p, q2.date, COUNT(*) FROM articles ALIAS q1 JOIN (SELECT p, date FROM wiki WHERE CONTAINS('president') AND CONTAINS('united states') AND NER(PERSON) BIND p AND DATE(< 2020) BIND date AND NOT(NER(PERSON, 'clinton')) GROUP BY p, date GRANULARITY SENTENCE) ALIAS q2 ON q1.date BEFORE q2.date WHERE NER(PERSON, 'clinton') BIND p AND CONTAINS('president') AND CONTAINS('united states') AND DATE(< 2025) BIND date GROUP BY q2.date, q2.p GRANULARITY SENTENCE ORDER BY COUNT(*) DESC",,2HOP,2hop.txt,nash,optimized,optimized,cold,17.355999999999998,18.599;16.813;16.656,SKIPPED,,
q3,"SELECT q2.p, q2.date, COUNT(*) FROM articles ALIAS q1 JOIN (SELECT p, date FROM wiki WHERE CONTAINS('president') AND CONTAINS('united states') AND NER(PERSON) BIND p AND DATE(< 2020) BIND date AND NOT(NER(PERSON, 'reagan')) GROUP BY p, date GRANULARITY SENTENCE) ALIAS q2 ON q1.date AFTER q2.date WHERE NER(PERSON, 'reagan') BIND p AND CONTAINS('president') AND CONTAINS('united states') AND DATE(< 2025) BIND date GROUP BY q2.date, q2.p GRANULARITY SENTENCE ORDER BY COUNT(*) DESC",,2HOP,2hop.txt,naive,none,none,cold,59.57266666666667,65.979;56.310;56.429,SKIPPED,,
q3,"SELECT q2.p, q2.date, COUNT(*) FROM articles ALIAS q1 JOIN (SELECT p, date FROM wiki WHERE CONTAINS('president') AND CONTAINS('united states') AND NER(PERSON) BIND p AND DATE(< 2020) BIND date AND NOT(NER(PERSON, 'reagan')) GROUP BY p, date GRANULARITY SENTENCE) ALIAS q2 ON q1.date AFTER q2.date WHERE NER(PERSON, 'reagan') BIND p AND CONTAINS('president') AND CONTAINS('united states') AND DATE(< 2025) BIND date GROUP BY q2.date, q2.p GRANULARITY SENTENCE ORDER BY COUNT(*) DESC",,2HOP,2hop.txt,naive,none,optimized,cold,19.871666666666666,20.005;18.217;21.393,SKIPPED,,
q3,"SELECT q2.p, q2.date, COUNT(*) FROM articles ALIAS q1 JOIN (SELECT p, date FROM wiki WHERE CONTAINS('president') AND CONTAINS('united states') AND NER(PERSON) BIND p AND DATE(< 2020) BIND date AND NOT(NER(PERSON, 'reagan')) GROUP BY p, date GRANULARITY SENTENCE) ALIAS q2 ON q1.date AFTER q2.date WHERE NER(PERSON, 'reagan') BIND p AND CONTAINS('president') AND CONTAINS('united states') AND DATE(< 2025) BIND date GROUP BY q2.date, q2.p GRANULARITY SENTENCE ORDER BY COUNT(*) DESC",,2HOP,2hop.txt,naive,optimized,none,cold,67.56733333333334,81.709;63.264;57.729,SKIPPED,,
q3,"SELECT q2.p, q2.date, COUNT(*) FROM articles ALIAS q1 JOIN (SELECT p, date FROM wiki WHERE CONTAINS('president') AND CONTAINS('united states') AND NER(PERSON) BIND p AND DATE(< 2020) BIND date AND NOT(NER(PERSON, 'reagan')) GROUP BY p, date GRANULARITY SENTENCE) ALIAS q2 ON q1.date AFTER q2.date WHERE NER(PERSON, 'reagan') BIND p AND CONTAINS('president') AND CONTAINS('united states') AND DATE(< 2025) BIND date GROUP BY q2.date, q2.p GRANULARITY SENTENCE ORDER BY COUNT(*) DESC",,2HOP,2hop.txt,naive,optimized,optimized,cold,20.326666666666664,21.333;22.125;17.522,SKIPPED,,
q3,"SELECT q2.p, q2.date, COUNT(*) FROM articles ALIAS q1 JOIN (SELECT p, date FROM wiki WHERE CONTAINS('president') AND CONTAINS('united states') AND NER(PERSON) BIND p AND DATE(< 2020) BIND date AND NOT(NER(PERSON, 'reagan')) GROUP BY p, date GRANULARITY SENTENCE) ALIAS q2 ON q1.date AFTER q2.date WHERE NER(PERSON, 'reagan') BIND p AND CONTAINS('president') AND CONTAINS('united states') AND DATE(< 2025) BIND date GROUP BY q2.date, q2.p GRANULARITY SENTENCE ORDER BY COUNT(*) DESC",,2HOP,2hop.txt,nash,none,none,cold,49.94,56.935;46.297;46.588,SKIPPED,,
q3,"SELECT q2.p, q2.date, COUNT(*) FROM articles ALIAS q1 JOIN (SELECT p, date FROM wiki WHERE CONTAINS('president') AND CONTAINS('united states') AND NER(PERSON) BIND p AND DATE(< 2020) BIND date AND NOT(NER(PERSON, 'reagan')) GROUP BY p, date GRANULARITY SENTENCE) ALIAS q2 ON q1.date AFTER q2.date WHERE NER(PERSON, 'reagan') BIND p AND CONTAINS('president') AND CONTAINS('united states') AND DATE(< 2025) BIND date GROUP BY q2.date, q2.p GRANULARITY SENTENCE ORDER BY COUNT(*) DESC",,2HOP,2hop.txt,nash,none,optimized,cold,19.263333333333332,20.513;18.729;18.548,SKIPPED,,
q3,"SELECT q2.p, q2.date, COUNT(*) FROM articles ALIAS q1 JOIN (SELECT p, date FROM wiki WHERE CONTAINS('president') AND CONTAINS('united states') AND NER(PERSON) BIND p AND DATE(< 2020) BIND date AND NOT(NER(PERSON, 'reagan')) GROUP BY p, date GRANULARITY SENTENCE) ALIAS q2 ON q1.date AFTER q2.date WHERE NER(PERSON, 'reagan') BIND p AND CONTAINS('president') AND CONTAINS('united states') AND DATE(< 2025) BIND date GROUP BY q2.date, q2.p GRANULARITY SENTENCE ORDER BY COUNT(*) DESC",,2HOP,2hop.txt,nash,optimized,none,cold,49.86433333333333,50.296;51.102;48.195,SKIPPED,,
q3,"SELECT q2.p, q2.date, COUNT(*) FROM articles ALIAS q1 JOIN (SELECT p, date FROM wiki WHERE CONTAINS('president') AND CONTAINS('united states') AND NER(PERSON) BIND p AND DATE(< 2020) BIND date AND NOT(NER(PERSON, 'reagan')) GROUP BY p, date GRANULARITY SENTENCE) ALIAS q2 ON q1.date AFTER q2.date WHERE NER(PERSON, 'reagan') BIND p AND CONTAINS('president') AND CONTAINS('united states') AND DATE(< 2025) BIND date GROUP BY q2.date, q2.p GRANULARITY SENTENCE ORDER BY COUNT(*) DESC",,2HOP,2hop.txt,nash,optimized,optimized,cold,18.94033333333333,18.897;19.164;18.760,SKIPPED,,
q4,"SELECT q2.p, q2.date, COUNT(*) FROM articles ALIAS q1 JOIN (SELECT p, date FROM wiki WHERE CONTAINS('president') AND CONTAINS('united states') AND NER(PERSON) BIND p AND DATE(< 2020) BIND date AND NOT(NER(PERSON, 'clinton')) GROUP BY p, date GRANULARITY SENTENCE) ALIAS q2 ON q1.date AFTER q2.date WHERE NER(PERSON, 'clinton') BIND p AND CONTAINS('president') AND CONTAINS('united states') AND DATE(< 2025) BIND date GROUP BY q2.date, q2.p GRANULARITY SENTENCE ORDER BY COUNT(*) DESC",,2HOP,2hop.txt,naive,none,none,cold,46.31766666666667,46.011;48.682;44.260,SKIPPED,,
q4,"SELECT q2.p, q2.date, COUNT(*) FROM articles ALIAS q1 JOIN (SELECT p, date FROM wiki WHERE CONTAINS('president') AND CONTAINS('united states') AND NER(PERSON) BIND p AND DATE(< 2020) BIND date AND NOT(NER(PERSON, 'clinton')) GROUP BY p, date GRANULARITY SENTENCE) ALIAS q2 ON q1.date AFTER q2.date WHERE NER(PERSON, 'clinton') BIND p AND CONTAINS('president') AND CONTAINS('united states') AND DATE(< 2025) BIND date GROUP BY q2.date, q2.p GRANULARITY SENTENCE ORDER BY COUNT(*) DESC",,2HOP,2hop.txt,naive,none,optimized,cold,19.427666666666667,16.854;25.273;16.156,SKIPPED,,
q4,"SELECT q2.p, q2.date, COUNT(*) FROM articles ALIAS q1 JOIN (SELECT p, date FROM wiki WHERE CONTAINS('president') AND CONTAINS('united states') AND NER(PERSON) BIND p AND DATE(< 2020) BIND date AND NOT(NER(PERSON, 'clinton')) GROUP BY p, date GRANULARITY SENTENCE) ALIAS q2 ON q1.date AFTER q2.date WHERE NER(PERSON, 'clinton') BIND p AND CONTAINS('president') AND CONTAINS('united states') AND DATE(< 2025) BIND date GROUP BY q2.date, q2.p GRANULARITY SENTENCE ORDER BY COUNT(*) DESC",,2HOP,2hop.txt,naive,optimized,none,cold,45.959666666666664,41.103;44.833;51.943,SKIPPED,,
q4,"SELECT q2.p, q2.date, COUNT(*) FROM articles ALIAS q1 JOIN (SELECT p, date FROM wiki WHERE CONTAINS('president') AND CONTAINS('united states') AND NER(PERSON) BIND p AND DATE(< 2020) BIND date AND NOT(NER(PERSON, 'clinton')) GROUP BY p, date GRANULARITY SENTENCE) ALIAS q2 ON q1.date AFTER q2.date WHERE NER(PERSON, 'clinton') BIND p AND CONTAINS('president') AND CONTAINS('united states') AND DATE(< 2025) BIND date GROUP BY q2.date, q2.p GRANULARITY SENTENCE ORDER BY COUNT(*) DESC",,2HOP,2hop.txt,naive,optimized,optimized,cold,16.607,16.722;16.675;16.424,SKIPPED,,
q4,"SELECT q2.p, q2.date, COUNT(*) FROM articles ALIAS q1 JOIN (SELECT p, date FROM wiki WHERE CONTAINS('president') AND CONTAINS('united states') AND NER(PERSON) BIND p AND DATE(< 2020) BIND date AND NOT(NER(PERSON, 'clinton')) GROUP BY p, date GRANULARITY SENTENCE) ALIAS q2 ON q1.date AFTER q2.date WHERE NER(PERSON, 'clinton') BIND p AND CONTAINS('president') AND CONTAINS('united states') AND DATE(< 2025) BIND date GROUP BY q2.date, q2.p GRANULARITY SENTENCE ORDER BY COUNT(*) DESC",,2HOP,2hop.txt,nash,none,none,cold,40.088,40.457;37.161;42.646,SKIPPED,,
q4,"SELECT q2.p, q2.date, COUNT(*) FROM articles ALIAS q1 JOIN (SELECT p, date FROM wiki WHERE CONTAINS('president') AND CONTAINS('united states') AND NER(PERSON) BIND p AND DATE(< 2020) BIND date AND NOT(NER(PERSON, 'clinton')) GROUP BY p, date GRANULARITY SENTENCE) ALIAS q2 ON q1.date AFTER q2.date WHERE NER(PERSON, 'clinton') BIND p AND CONTAINS('president') AND CONTAINS('united states') AND DATE(< 2025) BIND date GROUP BY q2.date, q2.p GRANULARITY SENTENCE ORDER BY COUNT(*) DESC",,2HOP,2hop.txt,nash,none,optimized,cold,17.061666666666667,17.407;18.374;15.404,SKIPPED,,
q4,"SELECT q2.p, q2.date, COUNT(*) FROM articles ALIAS q1 JOIN (SELECT p, date FROM wiki WHERE CONTAINS('president') AND CONTAINS('united states') AND NER(PERSON) BIND p AND DATE(< 2020) BIND date AND NOT(NER(PERSON, 'clinton')) GROUP BY p, date GRANULARITY SENTENCE) ALIAS q2 ON q1.date AFTER q2.date WHERE NER(PERSON, 'clinton') BIND p AND CONTAINS('president') AND CONTAINS('united states') AND DATE(< 2025) BIND date GROUP BY q2.date, q2.p GRANULARITY SENTENCE ORDER BY COUNT(*) DESC",,2HOP,2hop.txt,nash,optimized,none,cold,41.379666666666665,38.858;38.774;46.507,SKIPPED,,
q4,"SELECT q2.p, q2.date, COUNT(*) FROM articles ALIAS q1 JOIN (SELECT p, date FROM wiki WHERE CONTAINS('president') AND CONTAINS('united states') AND NER(PERSON) BIND p AND DATE(< 2020) BIND date AND NOT(NER(PERSON, 'clinton')) GROUP BY p, date GRANULARITY SENTENCE) ALIAS q2 ON q1.date AFTER q2.date WHERE NER(PERSON, 'clinton') BIND p AND CONTAINS('president') AND CONTAINS('united states') AND DATE(< 2025) BIND date GROUP BY q2.date, q2.p GRANULARITY SENTENCE ORDER BY COUNT(*) DESC",,2HOP,2hop.txt,nash,optimized,optimized,cold,19.073,18.139;18.259;20.821,SKIPPED,,
q5,"SELECT q1.country, q1.rate, q1.date, q2.president, COUNT(q2.president) FROM articles ALIAS q1 JOIN (SELECT date, president FROM wiki WHERE CONTAINS('president') AND NER(COUNTRY, 'united states')  AND DATE(< 2020) BIND date AND NER(PERSON) BIND president GROUP BY president, date GRANULARITY SENTENCE) ALIAS q2 ON q1.date = q2.date WHERE CONTAINS('unemployment') AND NER(COUNTRY, 'united states') BIND country AND NER(PERCENT) BIND rate AND DATE(< 2025) BIND date GROUP BY q1.country, q1.rate, q1.date, q2.president GRANULARITY SENTENCE ORDER BY COUNT(q2.president) DESC",,2HOP,2hop.txt,naive,none,none,cold,38.863,40.907;37.365;38.317,SKIPPED,,
q5,"SELECT q1.country, q1.rate, q1.date, q2.president, COUNT(q2.president) FROM articles ALIAS q1 JOIN (SELECT date, president FROM wiki WHERE CONTAINS('president') AND NER(COUNTRY, 'united states')  AND DATE(< 2020) BIND date AND NER(PERSON) BIND president GROUP BY president, date GRANULARITY SENTENCE) ALIAS q2 ON q1.date = q2.date WHERE CONTAINS('unemployment') AND NER(COUNTRY, 'united states') BIND country AND NER(PERCENT) BIND rate AND DATE(< 2025) BIND date GROUP BY q1.country, q1.rate, q1.date, q2.president GRANULARITY SENTENCE ORDER BY COUNT(q2.president) DESC",,2HOP,2hop.txt,naive,none,optimized,cold,33.65,34.278;30.540;36.132,SKIPPED,,
q5,"SELECT q1.country, q1.rate, q1.date, q2.president, COUNT(q2.president) FROM articles ALIAS q1 JOIN (SELECT date, president FROM wiki WHERE CONTAINS('president') AND NER(COUNTRY, 'united states')  AND DATE(< 2020) BIND date AND NER(PERSON) BIND president GROUP BY president, date GRANULARITY SENTENCE) ALIAS q2 ON q1.date = q2.date WHERE CONTAINS('unemployment') AND NER(COUNTRY, 'united states') BIND country AND NER(PERCENT) BIND rate AND DATE(< 2025) BIND date GROUP BY q1.country, q1.rate, q1.date, q2.president GRANULARITY SENTENCE ORDER BY COUNT(q2.president) DESC",,2HOP,2hop.txt,naive,optimized,none,cold,42.097,46.643;39.463;40.185,SKIPPED,,
q5,"SELECT q1.country, q1.rate, q1.date, q2.president, COUNT(q2.president) FROM articles ALIAS q1 JOIN (SELECT date, president FROM wiki WHERE CONTAINS('president') AND NER(COUNTRY, 'united states')  AND DATE(< 2020) BIND date AND NER(PERSON) BIND president GROUP BY president, date GRANULARITY SENTENCE) ALIAS q2 ON q1.date = q2.date WHERE CONTAINS('unemployment') AND NER(COUNTRY, 'united states') BIND country AND NER(PERCENT) BIND rate AND DATE(< 2025) BIND date GROUP BY q1.country, q1.rate, q1.date, q2.president GRANULARITY SENTENCE ORDER BY COUNT(q2.president) DESC",,2HOP,2hop.txt,naive,optimized,optimized,cold,38.323,52.080;32.298;30.591,SKIPPED,,
q5,"SELECT q1.country, q1.rate, q1.date, q2.president, COUNT(q2.president) FROM articles ALIAS q1 JOIN (SELECT date, president FROM wiki WHERE CONTAINS('president') AND NER(COUNTRY, 'united states')  AND DATE(< 2020) BIND date AND NER(PERSON) BIND president GROUP BY president, date GRANULARITY SENTENCE) ALIAS q2 ON q1.date = q2.date WHERE CONTAINS('unemployment') AND NER(COUNTRY, 'united states') BIND country AND NER(PERCENT) BIND rate AND DATE(< 2025) BIND date GROUP BY q1.country, q1.rate, q1.date, q2.president GRANULARITY SENTENCE ORDER BY COUNT(q2.president) DESC",,2HOP,2hop.txt,nash,none,none,cold,33.31666666666666,39.111;31.112;29.727,SKIPPED,,
q5,"SELECT q1.country, q1.rate, q1.date, q2.president, COUNT(q2.president) FROM articles ALIAS q1 JOIN (SELECT date, president FROM wiki WHERE CONTAINS('president') AND NER(COUNTRY, 'united states')  AND DATE(< 2020) BIND date AND NER(PERSON) BIND president GROUP BY president, date GRANULARITY SENTENCE) ALIAS q2 ON q1.date = q2.date WHERE CONTAINS('unemployment') AND NER(COUNTRY, 'united states') BIND country AND NER(PERCENT) BIND rate AND DATE(< 2025) BIND date GROUP BY q1.country, q1.rate, q1.date, q2.president GRANULARITY SENTENCE ORDER BY COUNT(q2.president) DESC",,2HOP,2hop.txt,nash,none,optimized,cold,25.01533333333333,28.765;22.746;23.535,SKIPPED,,
q5,"SELECT q1.country, q1.rate, q1.date, q2.president, COUNT(q2.president) FROM articles ALIAS q1 JOIN (SELECT date, president FROM wiki WHERE CONTAINS('president') AND NER(COUNTRY, 'united states')  AND DATE(< 2020) BIND date AND NER(PERSON) BIND president GROUP BY president, date GRANULARITY SENTENCE) ALIAS q2 ON q1.date = q2.date WHERE CONTAINS('unemployment') AND NER(COUNTRY, 'united states') BIND country AND NER(PERCENT) BIND rate AND DATE(< 2025) BIND date GROUP BY q1.country, q1.rate, q1.date, q2.president GRANULARITY SENTENCE ORDER BY COUNT(q2.president) DESC",,2HOP,2hop.txt,nash,optimized,none,cold,30.96466666666667,34.497;29.802;28.595,SKIPPED,,
q5,"SELECT q1.country, q1.rate, q1.date, q2.president, COUNT(q2.president) FROM articles ALIAS q1 JOIN (SELECT date, president FROM wiki WHERE CONTAINS('president') AND NER(COUNTRY, 'united states')  AND DATE(< 2020) BIND date AND NER(PERSON) BIND president GROUP BY president, date GRANULARITY SENTENCE) ALIAS q2 ON q1.date = q2.date WHERE CONTAINS('unemployment') AND NER(COUNTRY, 'united states') BIND country AND NER(PERCENT) BIND rate AND DATE(< 2025) BIND date GROUP BY q1.country, q1.rate, q1.date, q2.president GRANULARITY SENTENCE ORDER BY COUNT(q2.president) DESC",,2HOP,2hop.txt,nash,optimized,optimized,cold,23.572999999999997,24.857;22.727;23.135,SKIPPED,,
