original_query_id,query_text,expected_answer,benchmark_type,source_file,temporal_strategy,pushdown_strategy,stitch_strategy,cache_mode,avg_time_ms,individual_run_times_ms,verification_status,stderr_output,stdout_output
q42,"SELECT personName, event_date, COUNT(*) FROM articles WHERE CONTAINS('Nobel Prize') AND DATE(= 1986) BIND event_date AND NER(PERSON) BIND personName GROUP BY personName, event_date GRANULARITY SENTENCE ORDER BY COUNT(*) DESC",,1HOP,1hop.txt,nash,none,none,cold,21.711333333333332,36.324;15.289;13.521,SKIPPED,,
q42,"SELECT personName, event_date, COUNT(*) FROM articles WHERE CONTAINS('Nobel Prize') AND DATE(= 1986) BIND event_date AND NER(PERSON) BIND personName GROUP BY personName, event_date GRANULARITY SENTENCE ORDER BY COUNT(*) DESC",,1HOP,1hop.txt,nash,none,optimized,cold,9.589666666666666,10.817;8.360;9.592,SKIPPED,,
q43,"SELECT personName, event_date, COUNT(*) FROM articles WHERE CONTAINS('Nobel Prize') AND DATE(= 1988) BIND event_date AND NER(PERSON) BIND personName GROUP BY personName, event_date GRANULARITY SENTENCE ORDER BY COUNT(*) DESC",,1HOP,1hop.txt,naive,none,none,cold,3.478666666666667,3.752;3.536;3.148,SKIPPED,,
q43,"SELECT personName, event_date, COUNT(*) FROM articles WHERE CONTAINS('Nobel Prize') AND DATE(= 1988) BIND event_date AND NER(PERSON) BIND personName GROUP BY personName, event_date GRANULARITY SENTENCE ORDER BY COUNT(*) DESC",,1HOP,1hop.txt,naive,none,optimized,cold,1.5346666666666666,1.565;2.045;0.994,SKIPPED,,
q43,"SELECT personName, event_date, COUNT(*) FROM articles WHERE CONTAINS('Nobel Prize') AND DATE(= 1988) BIND event_date AND NER(PERSON) BIND personName GROUP BY personName, event_date GRANULARITY SENTENCE ORDER BY COUNT(*) DESC",,1HOP,1hop.txt,nash,none,none,cold,3.5963333333333334,3.947;3.584;3.258,SKIPPED,,
q43,"SELECT personName, event_date, COUNT(*) FROM articles WHERE CONTAINS('Nobel Prize') AND DATE(= 1988) BIND event_date AND NER(PERSON) BIND personName GROUP BY personName, event_date GRANULARITY SENTENCE ORDER BY COUNT(*) DESC",,1HOP,1hop.txt,nash,none,optimized,cold,1.665,1.389;2.006;1.600,SKIPPED,,
q44,"SELECT personName, event_date, COUNT(*) FROM articles WHERE CONTAINS('Nobel Prize') AND DATE(= 1990) BIND event_date AND NER(PERSON) BIND personName GROUP BY personName, event_date GRANULARITY SENTENCE ORDER BY COUNT(*) DESC",,1HOP,1hop.txt,naive,none,none,cold,2.2036666666666664,2.377;2.028;2.206,SKIPPED,,
q44,"SELECT personName, event_date, COUNT(*) FROM articles WHERE CONTAINS('Nobel Prize') AND DATE(= 1990) BIND event_date AND NER(PERSON) BIND personName GROUP BY personName, event_date GRANULARITY SENTENCE ORDER BY COUNT(*) DESC",,1HOP,1hop.txt,naive,none,optimized,cold,2.0060000000000002,2.793;1.005;2.220,SKIPPED,,
q44,"SELECT personName, event_date, COUNT(*) FROM articles WHERE CONTAINS('Nobel Prize') AND DATE(= 1990) BIND event_date AND NER(PERSON) BIND personName GROUP BY personName, event_date GRANULARITY SENTENCE ORDER BY COUNT(*) DESC",,1HOP,1hop.txt,nash,none,none,cold,3.111333333333333,3.865;3.121;2.348,SKIPPED,,
q44,"SELECT personName, event_date, COUNT(*) FROM articles WHERE CONTAINS('Nobel Prize') AND DATE(= 1990) BIND event_date AND NER(PERSON) BIND personName GROUP BY personName, event_date GRANULARITY SENTENCE ORDER BY COUNT(*) DESC",,1HOP,1hop.txt,nash,none,optimized,cold,2.7276666666666665,5.038;1.684;1.461,SKIPPED,,
q45,"SELECT personName, event_date, COUNT(*) FROM articles WHERE CONTAINS('Nobel Prize') AND DATE(= 1992) BIND event_date AND NER(PERSON) BIND personName GROUP BY personName, event_date GRANULARITY SENTENCE ORDER BY COUNT(*) DESC",,1HOP,1hop.txt,naive,none,none,cold,2.459,3.230;2.011;2.136,SKIPPED,,
q45,"SELECT personName, event_date, COUNT(*) FROM articles WHERE CONTAINS('Nobel Prize') AND DATE(= 1992) BIND event_date AND NER(PERSON) BIND personName GROUP BY personName, event_date GRANULARITY SENTENCE ORDER BY COUNT(*) DESC",,1HOP,1hop.txt,naive,none,optimized,cold,1.889333333333333,2.171;2.086;1.411,SKIPPED,,
q45,"SELECT personName, event_date, COUNT(*) FROM articles WHERE CONTAINS('Nobel Prize') AND DATE(= 1992) BIND event_date AND NER(PERSON) BIND personName GROUP BY personName, event_date GRANULARITY SENTENCE ORDER BY COUNT(*) DESC",,1HOP,1hop.txt,nash,none,none,cold,2.4323333333333337,3.073;1.733;2.491,SKIPPED,,
q45,"SELECT personName, event_date, COUNT(*) FROM articles WHERE CONTAINS('Nobel Prize') AND DATE(= 1992) BIND event_date AND NER(PERSON) BIND personName GROUP BY personName, event_date GRANULARITY SENTENCE ORDER BY COUNT(*) DESC",,1HOP,1hop.txt,nash,none,optimized,cold,2.0226666666666664,2.390;1.920;1.758,SKIPPED,,
q46,"SELECT personName, event_date, COUNT(*) FROM articles WHERE CONTAINS('Nobel Prize') AND DATE(= 1994) BIND event_date AND NER(PERSON) BIND personName GROUP BY personName, event_date GRANULARITY SENTENCE ORDER BY COUNT(*) DESC",,1HOP,1hop.txt,naive,none,none,cold,1.8403333333333334,2.231;1.722;1.568,SKIPPED,,
q46,"SELECT personName, event_date, COUNT(*) FROM articles WHERE CONTAINS('Nobel Prize') AND DATE(= 1994) BIND event_date AND NER(PERSON) BIND personName GROUP BY personName, event_date GRANULARITY SENTENCE ORDER BY COUNT(*) DESC",,1HOP,1hop.txt,naive,none,optimized,cold,2.3226666666666667,3.065;1.653;2.250,SKIPPED,,
q46,"SELECT personName, event_date, COUNT(*) FROM articles WHERE CONTAINS('Nobel Prize') AND DATE(= 1994) BIND event_date AND NER(PERSON) BIND personName GROUP BY personName, event_date GRANULARITY SENTENCE ORDER BY COUNT(*) DESC",,1HOP,1hop.txt,nash,none,none,cold,2.6443333333333334,2.484;3.447;2.002,SKIPPED,,
q46,"SELECT personName, event_date, COUNT(*) FROM articles WHERE CONTAINS('Nobel Prize') AND DATE(= 1994) BIND event_date AND NER(PERSON) BIND personName GROUP BY personName, event_date GRANULARITY SENTENCE ORDER BY COUNT(*) DESC",,1HOP,1hop.txt,nash,none,optimized,cold,1.9993333333333332,2.061;2.380;1.557,SKIPPED,,
q47,"SELECT personName, event_date, COUNT(*) FROM articles WHERE CONTAINS('Nobel Prize') AND DATE(= 1998) BIND event_date AND NER(PERSON) BIND personName GROUP BY personName, event_date GRANULARITY SENTENCE ORDER BY COUNT(*) DESC",,1HOP,1hop.txt,naive,none,none,cold,1.6466666666666667,2.111;1.747;1.082,SKIPPED,,
q47,"SELECT personName, event_date, COUNT(*) FROM articles WHERE CONTAINS('Nobel Prize') AND DATE(= 1998) BIND event_date AND NER(PERSON) BIND personName GROUP BY personName, event_date GRANULARITY SENTENCE ORDER BY COUNT(*) DESC",,1HOP,1hop.txt,naive,none,optimized,cold,1.507,1.248;2.157;1.116,SKIPPED,,
q47,"SELECT personName, event_date, COUNT(*) FROM articles WHERE CONTAINS('Nobel Prize') AND DATE(= 1998) BIND event_date AND NER(PERSON) BIND personName GROUP BY personName, event_date GRANULARITY SENTENCE ORDER BY COUNT(*) DESC",,1HOP,1hop.txt,nash,none,none,cold,3.1796666666666664,5.367;2.344;1.828,SKIPPED,,
q47,"SELECT personName, event_date, COUNT(*) FROM articles WHERE CONTAINS('Nobel Prize') AND DATE(= 1998) BIND event_date AND NER(PERSON) BIND personName GROUP BY personName, event_date GRANULARITY SENTENCE ORDER BY COUNT(*) DESC",,1HOP,1hop.txt,nash,none,optimized,cold,1.498,1.861;1.183;1.450,SKIPPED,,
q48,"SELECT date, affectedLocation FROM articles WHERE CONTAINS('earthquake') AND NER(CITY) BIND affectedLocation AND DATE(INTERSECT [1990,1995]) BIND date GRANULARITY SENTENCE",,1HOP,1hop.txt,naive,none,none,cold,4.6819999999999995,5.412;4.339;4.295,SKIPPED,,
q48,"SELECT date, affectedLocation FROM articles WHERE CONTAINS('earthquake') AND NER(CITY) BIND affectedLocation AND DATE(INTERSECT [1990,1995]) BIND date GRANULARITY SENTENCE",,1HOP,1hop.txt,naive,none,optimized,cold,1.8736666666666668,2.140;1.574;1.907,SKIPPED,,
q48,"SELECT date, affectedLocation FROM articles WHERE CONTAINS('earthquake') AND NER(CITY) BIND affectedLocation AND DATE(INTERSECT [1990,1995]) BIND date GRANULARITY SENTENCE",,1HOP,1hop.txt,nash,none,none,cold,7.567,6.537;9.906;6.258,SKIPPED,,
q48,"SELECT date, affectedLocation FROM articles WHERE CONTAINS('earthquake') AND NER(CITY) BIND affectedLocation AND DATE(INTERSECT [1990,1995]) BIND date GRANULARITY SENTENCE",,1HOP,1hop.txt,nash,none,optimized,cold,2.666,3.142;2.734;2.122,SKIPPED,,
q49,"SELECT date, affectedLocation FROM articles WHERE CONTAINS('earthquake') AND DATE(= 2004) BIND date AND NER(CITY) BIND affectedLocation GRANULARITY SENTENCE",,1HOP,1hop.txt,naive,none,none,cold,1.804,2.328;1.264;1.820,SKIPPED,,
q49,"SELECT date, affectedLocation FROM articles WHERE CONTAINS('earthquake') AND DATE(= 2004) BIND date AND NER(CITY) BIND affectedLocation GRANULARITY SENTENCE",,1HOP,1hop.txt,naive,none,optimized,cold,1.0603333333333333,1.510;0.867;0.804,SKIPPED,,
q49,"SELECT date, affectedLocation FROM articles WHERE CONTAINS('earthquake') AND DATE(= 2004) BIND date AND NER(CITY) BIND affectedLocation GRANULARITY SENTENCE",,1HOP,1hop.txt,nash,none,none,cold,2.7596666666666665,3.335;2.549;2.395,SKIPPED,,
q49,"SELECT date, affectedLocation FROM articles WHERE CONTAINS('earthquake') AND DATE(= 2004) BIND date AND NER(CITY) BIND affectedLocation GRANULARITY SENTENCE",,1HOP,1hop.txt,nash,none,optimized,cold,1.2843333333333333,1.210;1.165;1.478,SKIPPED,,
q50,"SELECT date, affectedLocation FROM articles WHERE (CONTAINS('earthquake') OR CONTAINS('tsunami')) AND DATE(= 2004) BIND date AND NER(COUNTRY) BIND affectedLocation GRANULARITY SENTENCE",,1HOP,1hop.txt,naive,none,none,cold,2.3956666666666666,3.632;1.717;1.838,SKIPPED,,
q50,"SELECT date, affectedLocation FROM articles WHERE (CONTAINS('earthquake') OR CONTAINS('tsunami')) AND DATE(= 2004) BIND date AND NER(COUNTRY) BIND affectedLocation GRANULARITY SENTENCE",,1HOP,1hop.txt,naive,none,optimized,cold,1.9963333333333335,3.216;1.056;1.717,SKIPPED,,
q50,"SELECT date, affectedLocation FROM articles WHERE (CONTAINS('earthquake') OR CONTAINS('tsunami')) AND DATE(= 2004) BIND date AND NER(COUNTRY) BIND affectedLocation GRANULARITY SENTENCE",,1HOP,1hop.txt,nash,none,none,cold,2.7663333333333333,3.573;2.177;2.549,SKIPPED,,
q50,"SELECT date, affectedLocation FROM articles WHERE (CONTAINS('earthquake') OR CONTAINS('tsunami')) AND DATE(= 2004) BIND date AND NER(COUNTRY) BIND affectedLocation GRANULARITY SENTENCE",,1HOP,1hop.txt,nash,none,optimized,cold,2.8196666666666665,3.460;2.465;2.534,SKIPPED,,
q51,"SELECT date, affectedLocation FROM articles WHERE (CONTAINS('earthquake') OR CONTAINS('tsunami')) AND DATE(= 2004) BIND date AND NER(LOCATION) BIND affectedLocation GRANULARITY SENTENCE",,1HOP,1hop.txt,naive,none,none,cold,1.784,1.650;2.129;1.573,SKIPPED,,
q51,"SELECT date, affectedLocation FROM articles WHERE (CONTAINS('earthquake') OR CONTAINS('tsunami')) AND DATE(= 2004) BIND date AND NER(LOCATION) BIND affectedLocation GRANULARITY SENTENCE",,1HOP,1hop.txt,naive,none,optimized,cold,1.5060000000000002,1.584;1.104;1.830,SKIPPED,,
q51,"SELECT date, affectedLocation FROM articles WHERE (CONTAINS('earthquake') OR CONTAINS('tsunami')) AND DATE(= 2004) BIND date AND NER(LOCATION) BIND affectedLocation GRANULARITY SENTENCE",,1HOP,1hop.txt,nash,none,none,cold,3.3539999999999996,4.035;3.921;2.106,SKIPPED,,
q51,"SELECT date, affectedLocation FROM articles WHERE (CONTAINS('earthquake') OR CONTAINS('tsunami')) AND DATE(= 2004) BIND date AND NER(LOCATION) BIND affectedLocation GRANULARITY SENTENCE",,1HOP,1hop.txt,nash,none,optimized,cold,2.528,3.259;2.443;1.882,SKIPPED,,
q52,"SELECT date, affectedLocation FROM articles WHERE CONTAINS('earthquake') AND NER(CITY) BIND affectedLocation AND DATE(INTERSECT [1980,1990]) BIND date GRANULARITY SENTENCE",,1HOP,1hop.txt,naive,none,none,cold,13.620666666666667,15.207;12.386;13.269,SKIPPED,,
q52,"SELECT date, affectedLocation FROM articles WHERE CONTAINS('earthquake') AND NER(CITY) BIND affectedLocation AND DATE(INTERSECT [1980,1990]) BIND date GRANULARITY SENTENCE",,1HOP,1hop.txt,naive,none,optimized,cold,10.283666666666667,11.721;9.675;9.455,SKIPPED,,
q52,"SELECT date, affectedLocation FROM articles WHERE CONTAINS('earthquake') AND NER(CITY) BIND affectedLocation AND DATE(INTERSECT [1980,1990]) BIND date GRANULARITY SENTENCE",,1HOP,1hop.txt,nash,none,none,cold,11.325000000000001,14.233;10.147;9.595,SKIPPED,,
q52,"SELECT date, affectedLocation FROM articles WHERE CONTAINS('earthquake') AND NER(CITY) BIND affectedLocation AND DATE(INTERSECT [1980,1990]) BIND date GRANULARITY SENTENCE",,1HOP,1hop.txt,nash,none,optimized,cold,9.571333333333333,8.022;9.554;11.138,SKIPPED,,
q53,"SELECT date, affectedLocation FROM articles WHERE CONTAINS('earthquake') AND NER(CITY) BIND affectedLocation AND DATE(INTERSECT [1995,2000]) BIND date GRANULARITY SENTENCE",,1HOP,1hop.txt,naive,none,none,cold,3.8190000000000004,5.070;3.137;3.250,SKIPPED,,
q53,"SELECT date, affectedLocation FROM articles WHERE CONTAINS('earthquake') AND NER(CITY) BIND affectedLocation AND DATE(INTERSECT [1995,2000]) BIND date GRANULARITY SENTENCE",,1HOP,1hop.txt,naive,none,optimized,cold,1.7353333333333332,2.041;1.731;1.434,SKIPPED,,
q53,"SELECT date, affectedLocation FROM articles WHERE CONTAINS('earthquake') AND NER(CITY) BIND affectedLocation AND DATE(INTERSECT [1995,2000]) BIND date GRANULARITY SENTENCE",,1HOP,1hop.txt,nash,none,none,cold,4.983666666666667,5.685;4.886;4.380,SKIPPED,,
q53,"SELECT date, affectedLocation FROM articles WHERE CONTAINS('earthquake') AND NER(CITY) BIND affectedLocation AND DATE(INTERSECT [1995,2000]) BIND date GRANULARITY SENTENCE",,1HOP,1hop.txt,nash,none,optimized,cold,1.9233333333333331,2.588;1.641;1.541,SKIPPED,,
q54,"SELECT date, affectedLocation FROM articles WHERE CONTAINS('earthquake') AND NER(COUNTRY) BIND affectedLocation AND DATE(INTERSECT [1985,1995]) BIND date GRANULARITY SENTENCE",,1HOP,1hop.txt,naive,none,none,cold,13.580666666666668,16.654;14.089;9.999,SKIPPED,,
q54,"SELECT date, affectedLocation FROM articles WHERE CONTAINS('earthquake') AND NER(COUNTRY) BIND affectedLocation AND DATE(INTERSECT [1985,1995]) BIND date GRANULARITY SENTENCE",,1HOP,1hop.txt,naive,none,optimized,cold,12.435666666666668,16.550;10.682;10.075,SKIPPED,,
q54,"SELECT date, affectedLocation FROM articles WHERE CONTAINS('earthquake') AND NER(COUNTRY) BIND affectedLocation AND DATE(INTERSECT [1985,1995]) BIND date GRANULARITY SENTENCE",,1HOP,1hop.txt,nash,none,none,cold,11.157333333333334,16.719;9.368;7.385,SKIPPED,,
q54,"SELECT date, affectedLocation FROM articles WHERE CONTAINS('earthquake') AND NER(COUNTRY) BIND affectedLocation AND DATE(INTERSECT [1985,1995]) BIND date GRANULARITY SENTENCE",,1HOP,1hop.txt,nash,none,optimized,cold,8.356333333333334,7.729;10.745;6.595,SKIPPED,,
q55,"SELECT date, affectedLocation FROM articles WHERE CONTAINS('hurricane') AND NER(CITY) BIND affectedLocation AND DATE(INTERSECT [1990,2000]) BIND date GRANULARITY SENTENCE",,1HOP,1hop.txt,naive,none,none,cold,3.701,4.727;3.142;3.234,SKIPPED,,
q55,"SELECT date, affectedLocation FROM articles WHERE CONTAINS('hurricane') AND NER(CITY) BIND affectedLocation AND DATE(INTERSECT [1990,2000]) BIND date GRANULARITY SENTENCE",,1HOP,1hop.txt,naive,none,optimized,cold,2.493,2.882;1.895;2.702,SKIPPED,,
q55,"SELECT date, affectedLocation FROM articles WHERE CONTAINS('hurricane') AND NER(CITY) BIND affectedLocation AND DATE(INTERSECT [1990,2000]) BIND date GRANULARITY SENTENCE",,1HOP,1hop.txt,nash,none,none,cold,5.430666666666667,5.645;5.311;5.336,SKIPPED,,
q55,"SELECT date, affectedLocation FROM articles WHERE CONTAINS('hurricane') AND NER(CITY) BIND affectedLocation AND DATE(INTERSECT [1990,2000]) BIND date GRANULARITY SENTENCE",,1HOP,1hop.txt,nash,none,optimized,cold,3.0116666666666667,3.553;3.277;2.205,SKIPPED,,
q56,"SELECT date, affectedLocation FROM articles WHERE CONTAINS('hurricane') AND NER(COUNTRY) BIND affectedLocation AND DATE(INTERSECT [1980,1995]) BIND date GRANULARITY SENTENCE",,1HOP,1hop.txt,naive,none,none,cold,13.254,15.340;11.293;13.129,SKIPPED,,
q56,"SELECT date, affectedLocation FROM articles WHERE CONTAINS('hurricane') AND NER(COUNTRY) BIND affectedLocation AND DATE(INTERSECT [1980,1995]) BIND date GRANULARITY SENTENCE",,1HOP,1hop.txt,naive,none,optimized,cold,11.033000000000001,13.185;9.757;10.157,SKIPPED,,
q56,"SELECT date, affectedLocation FROM articles WHERE CONTAINS('hurricane') AND NER(COUNTRY) BIND affectedLocation AND DATE(INTERSECT [1980,1995]) BIND date GRANULARITY SENTENCE",,1HOP,1hop.txt,nash,none,none,cold,8.671666666666667,8.943;9.117;7.955,SKIPPED,,
q56,"SELECT date, affectedLocation FROM articles WHERE CONTAINS('hurricane') AND NER(COUNTRY) BIND affectedLocation AND DATE(INTERSECT [1980,1995]) BIND date GRANULARITY SENTENCE",,1HOP,1hop.txt,nash,none,optimized,cold,18.694,42.606;6.875;6.601,SKIPPED,,
q57,"SELECT date, affectedLocation FROM articles WHERE CONTAINS('flood') AND NER(CITY) BIND affectedLocation AND DATE(INTERSECT [1990,2000]) BIND date GRANULARITY SENTENCE",,1HOP,1hop.txt,naive,none,none,cold,4.419666666666667,5.367;4.037;3.855,SKIPPED,,
q57,"SELECT date, affectedLocation FROM articles WHERE CONTAINS('flood') AND NER(CITY) BIND affectedLocation AND DATE(INTERSECT [1990,2000]) BIND date GRANULARITY SENTENCE",,1HOP,1hop.txt,naive,none,optimized,cold,1.6369999999999998,1.555;1.996;1.360,SKIPPED,,
q57,"SELECT date, affectedLocation FROM articles WHERE CONTAINS('flood') AND NER(CITY) BIND affectedLocation AND DATE(INTERSECT [1990,2000]) BIND date GRANULARITY SENTENCE",,1HOP,1hop.txt,nash,none,none,cold,5.757666666666666,6.394;4.845;6.034,SKIPPED,,
q57,"SELECT date, affectedLocation FROM articles WHERE CONTAINS('flood') AND NER(CITY) BIND affectedLocation AND DATE(INTERSECT [1990,2000]) BIND date GRANULARITY SENTENCE",,1HOP,1hop.txt,nash,none,optimized,cold,3.5086666666666666,4.274;3.568;2.684,SKIPPED,,
q58,"SELECT date, affectedLocation FROM articles WHERE CONTAINS('tsunami') AND NER(COUNTRY) BIND affectedLocation AND DATE(INTERSECT [2000,2010]) BIND date GRANULARITY SENTENCE",,1HOP,1hop.txt,naive,none,none,cold,3.4746666666666663,3.551;3.623;3.250,SKIPPED,,
q58,"SELECT date, affectedLocation FROM articles WHERE CONTAINS('tsunami') AND NER(COUNTRY) BIND affectedLocation AND DATE(INTERSECT [2000,2010]) BIND date GRANULARITY SENTENCE",,1HOP,1hop.txt,naive,none,optimized,cold,1.5210000000000001,1.079;2.357;1.127,SKIPPED,,
q58,"SELECT date, affectedLocation FROM articles WHERE CONTAINS('tsunami') AND NER(COUNTRY) BIND affectedLocation AND DATE(INTERSECT [2000,2010]) BIND date GRANULARITY SENTENCE",,1HOP,1hop.txt,nash,none,none,cold,4.626666666666666,4.052;4.376;5.452,SKIPPED,,
q58,"SELECT date, affectedLocation FROM articles WHERE CONTAINS('tsunami') AND NER(COUNTRY) BIND affectedLocation AND DATE(INTERSECT [2000,2010]) BIND date GRANULARITY SENTENCE",,1HOP,1hop.txt,nash,none,optimized,cold,1.6443333333333332,2.395;1.419;1.119,SKIPPED,,
q59,"SELECT personName, event_date, COUNT(*) FROM articles WHERE CONTAINS('Nobel Prize') AND DATE(= 1985) BIND event_date AND NER(PERSON) BIND personName GROUP BY personName, event_date GRANULARITY SENTENCE ORDER BY COUNT(*) DESC",,1HOP,1hop.txt,naive,none,none,cold,10.682333333333332,10.788;11.233;10.026,SKIPPED,,
q59,"SELECT personName, event_date, COUNT(*) FROM articles WHERE CONTAINS('Nobel Prize') AND DATE(= 1985) BIND event_date AND NER(PERSON) BIND personName GROUP BY personName, event_date GRANULARITY SENTENCE ORDER BY COUNT(*) DESC",,1HOP,1hop.txt,naive,none,optimized,cold,9.706333333333333,10.587;9.138;9.394,SKIPPED,,
q59,"SELECT personName, event_date, COUNT(*) FROM articles WHERE CONTAINS('Nobel Prize') AND DATE(= 1985) BIND event_date AND NER(PERSON) BIND personName GROUP BY personName, event_date GRANULARITY SENTENCE ORDER BY COUNT(*) DESC",,1HOP,1hop.txt,nash,none,none,cold,10.718333333333334,10.859;11.106;10.190,SKIPPED,,
q59,"SELECT personName, event_date, COUNT(*) FROM articles WHERE CONTAINS('Nobel Prize') AND DATE(= 1985) BIND event_date AND NER(PERSON) BIND personName GROUP BY personName, event_date GRANULARITY SENTENCE ORDER BY COUNT(*) DESC",,1HOP,1hop.txt,nash,none,optimized,cold,10.319666666666667,10.790;8.983;11.186,SKIPPED,,
q60,"SELECT personName, event_date, COUNT(*) FROM articles WHERE CONTAINS('Nobel Prize') AND DATE(= 1987) BIND event_date AND NER(PERSON) BIND personName GROUP BY personName, event_date GRANULARITY SENTENCE ORDER BY COUNT(*) DESC",,1HOP,1hop.txt,naive,none,none,cold,17.288666666666668,23.934;14.065;13.867,SKIPPED,,
q60,"SELECT personName, event_date, COUNT(*) FROM articles WHERE CONTAINS('Nobel Prize') AND DATE(= 1987) BIND event_date AND NER(PERSON) BIND personName GROUP BY personName, event_date GRANULARITY SENTENCE ORDER BY COUNT(*) DESC",,1HOP,1hop.txt,naive,none,optimized,cold,9.623666666666667,10.801;9.045;9.025,SKIPPED,,
q60,"SELECT personName, event_date, COUNT(*) FROM articles WHERE CONTAINS('Nobel Prize') AND DATE(= 1987) BIND event_date AND NER(PERSON) BIND personName GROUP BY personName, event_date GRANULARITY SENTENCE ORDER BY COUNT(*) DESC",,1HOP,1hop.txt,nash,none,none,cold,17.548333333333336,14.177;23.975;14.493,SKIPPED,,
q60,"SELECT personName, event_date, COUNT(*) FROM articles WHERE CONTAINS('Nobel Prize') AND DATE(= 1987) BIND event_date AND NER(PERSON) BIND personName GROUP BY personName, event_date GRANULARITY SENTENCE ORDER BY COUNT(*) DESC",,1HOP,1hop.txt,nash,none,optimized,cold,10.125,10.294;9.969;10.112,SKIPPED,,
q61,"SELECT personName, event_date, COUNT(*) FROM articles WHERE CONTAINS('Nobel Prize') AND DATE(= 1989) BIND event_date AND NER(PERSON) BIND personName GROUP BY personName, event_date GRANULARITY SENTENCE ORDER BY COUNT(*) DESC",,1HOP,1hop.txt,naive,none,none,cold,3.0336666666666665,4.766;2.055;2.280,SKIPPED,,
q61,"SELECT personName, event_date, COUNT(*) FROM articles WHERE CONTAINS('Nobel Prize') AND DATE(= 1989) BIND event_date AND NER(PERSON) BIND personName GROUP BY personName, event_date GRANULARITY SENTENCE ORDER BY COUNT(*) DESC",,1HOP,1hop.txt,naive,none,optimized,cold,2.6620000000000004,5.118;1.646;1.222,SKIPPED,,
q61,"SELECT personName, event_date, COUNT(*) FROM articles WHERE CONTAINS('Nobel Prize') AND DATE(= 1989) BIND event_date AND NER(PERSON) BIND personName GROUP BY personName, event_date GRANULARITY SENTENCE ORDER BY COUNT(*) DESC",,1HOP,1hop.txt,nash,none,none,cold,3.515333333333333,4.819;3.430;2.297,SKIPPED,,
q61,"SELECT personName, event_date, COUNT(*) FROM articles WHERE CONTAINS('Nobel Prize') AND DATE(= 1989) BIND event_date AND NER(PERSON) BIND personName GROUP BY personName, event_date GRANULARITY SENTENCE ORDER BY COUNT(*) DESC",,1HOP,1hop.txt,nash,none,optimized,cold,1.6340000000000001,1.613;1.466;1.823,SKIPPED,,
q62,"SELECT personName, event_date, COUNT(*) FROM articles WHERE CONTAINS('Nobel Prize') AND DATE(= 1991) BIND event_date AND NER(PERSON) BIND personName GROUP BY personName, event_date GRANULARITY SENTENCE ORDER BY COUNT(*) DESC",,1HOP,1hop.txt,naive,none,none,cold,2.1173333333333333,2.302;2.430;1.620,SKIPPED,,
q62,"SELECT personName, event_date, COUNT(*) FROM articles WHERE CONTAINS('Nobel Prize') AND DATE(= 1991) BIND event_date AND NER(PERSON) BIND personName GROUP BY personName, event_date GRANULARITY SENTENCE ORDER BY COUNT(*) DESC",,1HOP,1hop.txt,naive,none,optimized,cold,1.8563333333333334,2.129;1.720;1.720,SKIPPED,,
q62,"SELECT personName, event_date, COUNT(*) FROM articles WHERE CONTAINS('Nobel Prize') AND DATE(= 1991) BIND event_date AND NER(PERSON) BIND personName GROUP BY personName, event_date GRANULARITY SENTENCE ORDER BY COUNT(*) DESC",,1HOP,1hop.txt,nash,none,none,cold,3.816333333333333,4.388;3.209;3.852,SKIPPED,,
q62,"SELECT personName, event_date, COUNT(*) FROM articles WHERE CONTAINS('Nobel Prize') AND DATE(= 1991) BIND event_date AND NER(PERSON) BIND personName GROUP BY personName, event_date GRANULARITY SENTENCE ORDER BY COUNT(*) DESC",,1HOP,1hop.txt,nash,none,optimized,cold,1.71,2.933;1.222;0.975,SKIPPED,,
q63,"SELECT personName, event_date, COUNT(*) FROM articles WHERE CONTAINS('Nobel Prize') AND DATE(= 1993) BIND event_date AND NER(PERSON) BIND personName GROUP BY personName, event_date GRANULARITY SENTENCE ORDER BY COUNT(*) DESC",,1HOP,1hop.txt,naive,none,none,cold,1.6896666666666667,1.429;2.133;1.507,SKIPPED,,
q63,"SELECT personName, event_date, COUNT(*) FROM articles WHERE CONTAINS('Nobel Prize') AND DATE(= 1993) BIND event_date AND NER(PERSON) BIND personName GROUP BY personName, event_date GRANULARITY SENTENCE ORDER BY COUNT(*) DESC",,1HOP,1hop.txt,naive,none,optimized,cold,1.8789999999999998,2.328;1.839;1.470,SKIPPED,,
q63,"SELECT personName, event_date, COUNT(*) FROM articles WHERE CONTAINS('Nobel Prize') AND DATE(= 1993) BIND event_date AND NER(PERSON) BIND personName GROUP BY personName, event_date GRANULARITY SENTENCE ORDER BY COUNT(*) DESC",,1HOP,1hop.txt,nash,none,none,cold,2.765333333333333,3.829;2.123;2.344,SKIPPED,,
q63,"SELECT personName, event_date, COUNT(*) FROM articles WHERE CONTAINS('Nobel Prize') AND DATE(= 1993) BIND event_date AND NER(PERSON) BIND personName GROUP BY personName, event_date GRANULARITY SENTENCE ORDER BY COUNT(*) DESC",,1HOP,1hop.txt,nash,none,optimized,cold,1.4733333333333334,1.575;1.390;1.455,SKIPPED,,
q64,"SELECT personName, event_date, COUNT(*) FROM articles WHERE CONTAINS('Nobel Prize') AND DATE(= 1995) BIND event_date AND NER(PERSON) BIND personName GROUP BY personName, event_date GRANULARITY SENTENCE ORDER BY COUNT(*) DESC",,1HOP,1hop.txt,naive,none,none,cold,2.657,3.095;2.769;2.107,SKIPPED,,
